0,0,0,0,0,0,0,0,0,0,0,-,0.0,-,0,0,0,0,0,0,0,0,0,0,-,"Namespace(data=None, arch='resnet32', dataset='cifar100', workers=4, seed=None, epochs=0, start_epoch=160, batch_size=256, lr=0.1, lr_decay_milestones=[50, 75, 90], warm_up_epochs=0, momentum=0.9, weight_decay=0.0001, subset=False, cpnet=False, recurbase=False, shot=10, repeat=1, basetraining=True, incremental=True, baseclass=50, phase=10, rg=0.1, Hidden=5000, print_freq=50, resume='save_model/cifar100/resnet32/1-10_9-59-52-757/checkpoint.pth.tar', evaluate=False, pretrained=False, world_size=-1, rank=-1, dist_url='tcp://224.66.41.62:23456', dist_backend='nccl', gpu=0, multiprocessing_distributed=False, comt='', distributed=False, dirname='save_model/cifar100/resnet32/1-10_9-59-52-757', full_classes=100, num_classes=100)"
68.0,62.4909,57.3333,53.6615,49.9571,46.56,43.675,41.1529,38.8222,36.8421,35.14,-,48.51227272727274,-,0.6400000000000006,0.7199999999999989,0.9200000000000017,1.0799999999999983,1.4599999999999937,1.480000000000004,1.5799999999999983,1.7000000000000028,1.7199999999999989,2.0,-,"Namespace(data=None, arch='resnet32', dataset='cifar100', workers=4, seed=None, epochs=0, start_epoch=160, batch_size=256, lr=0.1, lr_decay_milestones=[50, 75, 90], warm_up_epochs=0, momentum=0.9, weight_decay=0.0001, subset=False, cpnet=False, recurbase=False, shot=10, repeat=1, basetraining=True, incremental=True, baseclass=50, phase=10, rg=0.1, Hidden=5000, print_freq=50, resume='save_model/cifar100/resnet32/1-10_9-59-52-757/checkpoint.pth.tar', evaluate=False, pretrained=False, world_size=-1, rank=-1, dist_url='tcp://224.66.41.62:23456', dist_backend='nccl', gpu=0, multiprocessing_distributed=False, comt='', distributed=False, dirname='save_model/cifar100/resnet32/1-10_9-59-52-757', full_classes=100, num_classes=100)"
